node_id,node_type,x,y,elevation_m,flood_depth_m
616,hospital,80.235353,13.0282655,10.0,0.0
617,hospital,80.2044077,13.0057455,13.0,0.0
618,hospital,80.2681853,13.028161,10.0,0.0
619,hospital,80.2586031,12.9959072,11.0,0.0
620,hospital,80.2207484,12.9815305,9.0,0.0
621,hospital,80.2162984,13.0379757,13.0,0.0
622,hospital,80.2576214,13.0490968,11.0,0.0
623,hospital,80.2159045,13.0331935,14.0,3.0
624,hospital,80.2013517,13.0379671,16.0,0.0
625,hospital,80.2394965,13.0339283,12.0,0.0
626,hospital,80.2044211,13.0400969,14.0,0.0
627,hospital,80.2001283,13.0012687,17.0,0.0
628,hospital,80.2127641,13.0473231,14.0,3.0
629,hospital,80.2517212,13.0323531,12.0,0.0
630,hospital,80.2381137,13.0374924,13.0,0.0
631,hospital,80.2217737,13.010217,13.0,0.0
632,hospital,80.2068955,12.9952982,11.0,0.0
633,hospital,80.2601581,12.9864526,10.0,0.0
634,hospital,80.2566481,13.0274616,13.0,0.0
635,hospital,80.1986745,12.9911179,10.0,2.0
636,hospital,80.2339764,13.0343985,13.0,0.0
637,hospital,80.2646568,13.0476871,11.0,0.0
638,hospital,80.2691898,12.995229,7.0,0.0
639,hospital,80.2222002,12.9762711,8.0,0.0
640,hospital,80.2519137,13.0349787,11.0,2.0
641,hospital,80.2618016,13.0407013,8.0,0.0
642,hospital,80.2541439,13.0268688,12.0,0.0
643,hospital,80.2520867,13.0022187,11.0,0.0
644,hospital,80.2279374,13.034051,11.0,0.0
645,hospital,80.217509,12.9832366,5.0,0.0
646,hospital,80.2422899,13.0465492,12.0,1.0
647,hospital,80.2469087,13.0027257,6.0,0.0
648,hospital,80.2218689,13.0314888,8.0,0.0
649,hospital,80.2200463,12.9743958,9.0,0.0
650,hospital,80.245015,13.0480981,12.0,2.0
652,hospital,80.2582785,13.0382607,11.0,0.0
653,hospital,80.2269866,13.0274436,7.0,0.0
654,hospital,80.2655232,13.026013,7.0,0.0
655,hospital,80.2558136,13.037303,14.0,0.0
656,hospital,80.2313016,13.0395483,14.0,0.0
657,hospital,80.2146873,13.0405732,13.0,0.0
658,hospital,80.2619625,13.0376198,13.0,0.0
659,hospital,80.2592924,13.0210394,9.0,0.0
661,hospital,80.2568208,13.0390564,9.0,0.0
662,hospital,80.258056,13.0331886,11.0,0.0
663,hospital,80.2636349,13.0435469,12.0,0.0
664,hospital,80.2623196,13.0269457,11.0,0.0
665,hospital,80.2622388,13.0222055,10.0,0.0
666,hospital,80.20008,12.9926586,11.0,0.0
667,hospital,80.2603345,12.9958562,11.0,0.0
668,hospital,80.2699743,13.0265892,11.0,0.0
669,hospital,80.2097064,13.0313072,12.0,1.0
670,hospital,80.2220044,13.0461063,13.0,0.0
671,hospital,80.2575208,13.0007709,10.0,0.0
672,hospital,80.2137016,13.0388943,14.0,3.0
673,hospital,80.2241461,13.0473239,12.0,4.0
674,hospital,80.2603599,12.996767,10.0,0.0
675,hospital,80.2079885,12.998194,9.0,0.0
676,hospital,80.2615173,13.0328516,13.0,0.0
677,hospital,80.1932403,13.0154215,15.0,0.0
678,hospital,80.2247932,12.9784706,9.0,0.0
679,hospital,80.2607878,13.0265108,6.0,0.0
680,hospital,80.2311185,13.0316469,10.0,0.0
681,hospital,80.2086724,13.0390564,13.0,0.0
682,hospital,80.2537027,12.9996223,12.0,0.0
683,hospital,80.2235084,13.0122123,14.0,0.0
684,hospital,80.2126005,13.0420391,15.0,2.0
685,hospital,80.2124181,13.0479576,13.0,3.0
686,hospital,80.2337551,13.0356881,15.0,0.0
687,hospital,80.2463347,13.0029165,4.0,0.0
688,hospital,80.2554783,12.9892035,9.0,0.0
689,hospital,80.2325615,13.0341895,14.0,0.0
690,hospital,80.2040416,13.0483992,14.0,1.0
691,hospital,80.2637114,13.0441485,12.0,0.0
692,hospital,80.2371521,13.0430125,14.0,4.0
693,hospital,80.2528444,12.9938673,11.0,0.0
694,hospital,80.2114016,12.9763914,2.0,0.0
695,hospital,80.2336198,13.0440365,14.0,5.0
696,hospital,80.2227634,13.0257935,12.0,0.0
698,hospital,80.2290894,13.0389519,12.0,0.0
699,hospital,80.2283525,13.0266147,13.0,0.0
700,hospital,80.2631588,13.0269877,10.0,0.0
701,hospital,80.2181782,12.9833895,6.0,0.0
702,hospital,80.2329075,13.0478465,18.0,4.0
704,hospital,80.2371645,13.0332775,13.0,0.0
705,hospital,80.2035199,13.0481888,17.0,0.0
706,hospital,80.2410582,13.0496502,10.0,0.0
707,hospital,80.2170509,13.037934,13.0,0.0
708,hospital,80.2069719,13.0475826,19.0,0.0
709,hospital,80.2576784,13.0346684,13.0,0.0
710,hospital,80.2187347,13.047269,13.0,0.0
711,hospital,80.2321847,13.0312145,13.0,0.0
712,hospital,80.2205016,12.9758647,5.0,0.0
713,hospital,80.2164307,13.0352086,14.0,0.0
714,hospital,80.2507684,13.0394065,10.0,0.0
715,hospital,80.2645898,13.0489087,11.0,1.0
716,hospital,80.2533312,12.991685,8.0,0.0
717,hospital,80.2650954,13.0476113,9.0,1.0
718,hospital,80.259169,13.0432085,12.0,0.0
719,hospital,80.2013205,13.0380111,16.0,0.0
720,hospital,80.2079107,13.0368,14.0,0.0
721,hospital,80.2042733,13.0475131,15.0,0.0
722,hospital,80.2636265,13.0290525,10.0,0.0
723,hospital,80.2446245,13.0297278,12.0,0.0
724,hospital,80.2540981,13.003026,12.0,0.0
725,hospital,80.2518544,13.0017764,11.0,1.0
726,hospital,80.2498239,13.0012776,9.0,0.0
727,hospital,80.2497784,13.0015495,9.0,0.0
728,hospital,80.2423799,13.0465056,12.0,1.0
729,hospital,80.2461174,13.0433937,9.0,2.0
730,hospital,80.2453103,13.0431134,12.0,3.0
731,hospital,80.2475507,13.044837,11.0,2.0
733,hospital,80.2645448,13.0487028,11.0,1.0
734,hospital,80.2329957,13.0480821,18.0,3.0
735,hospital,80.2246285,13.0348047,12.0,0.0
736,hospital,80.2419057,13.0340836,10.0,0.0
737,hospital,80.2099892,13.0319129,12.0,1.0
740,hospital,80.2511993,13.0312006,14.0,0.0
741,hospital,80.2562121,12.9979497,8.0,0.0
742,hospital,80.2389389,13.0374624,13.0,0.0
743,hospital,80.21204,13.03968,14.0,2.0
745,hospital,80.2465468,13.034922,12.0,2.0
746,hospital,80.2398192,13.0342203,14.0,0.0
747,hospital,80.2572398,13.038362,9.0,0.0
748,hospital,80.2261208,13.0298989,7.0,0.0
749,hospital,80.2025432,13.0048164,15.0,0.0
751,hospital,80.2040772,12.9771173,5.0,0.0
752,hospital,80.2543198,12.9753651,4.0,0.0
753,hospital,80.2604704,12.9728845,8.0,0.0
754,hospital,80.2590077,12.9757686,7.0,0.0
755,hospital,80.2594925,12.9752589,10.0,0.0
756,hospital,80.2555078,12.9753853,4.0,0.0
757,hospital,80.1937172,13.0087475,19.0,0.0
758,hospital,80.2030844,13.0036449,14.0,0.0
759,hospital,80.2033269,13.0017797,19.0,0.0
760,hospital,80.2582571,12.9751423,6.0,0.0
761,hospital,80.2595079,12.9726702,8.0,0.0
762,hospital,80.207025,13.0027883,12.0,0.0
763,hospital,80.2063632,13.003406,13.0,0.0
764,hospital,80.2539494,12.9829583,3.0,0.0
765,hospital,80.2638132,12.9962691,8.0,0.0
766,hospital,80.259708,13.0221852,7.0,0.0
767,hospital,80.2660055,12.9956385,11.0,0.0
768,hospital,80.2615046,12.9915347,10.0,0.0
769,hospital,80.258947,12.978253,10.0,0.0
770,hospital,80.2630762,12.9960029,10.0,0.0
771,hospital,80.2682429,12.9954269,9.0,0.0
772,hospital,80.2622141,12.9866722,9.0,0.0
773,hospital,80.2606156,13.0297211,11.0,0.0
774,hospital,80.2602795,13.0292453,11.0,0.0
775,hospital,80.2601508,12.9863661,10.0,0.0
776,hospital,80.2595179,12.9796957,8.0,0.0
777,hospital,80.267354,13.041251,10.0,0.0
778,hospital,80.2585613,12.985598,7.0,0.0
779,hospital,80.2637162,12.9963121,8.0,0.0
780,hospital,80.2658475,13.0375294,11.0,0.0
781,hospital,80.2685888,13.0397241,6.0,2.0
782,hospital,80.2641614,12.9962821,8.0,0.0
783,hospital,80.2694554,12.9940564,5.0,0.0
784,hospital,80.2629482,12.9949549,10.0,0.0
785,hospital,80.2584981,12.9790513,10.0,0.0
786,hospital,80.2664963,13.042349,10.0,0.0
787,hospital,80.2626006,12.9964001,10.0,0.0
788,hospital,80.2581929,13.0385371,9.0,0.0
789,hospital,80.260187,12.986383,10.0,0.0
790,hospital,80.2582848,12.9969555,11.0,0.0
791,hospital,80.2585578,12.9978588,11.0,0.0
792,hospital,80.2559655,12.9832651,8.0,0.0
793,hospital,80.2624479,12.9916719,8.0,0.0
794,hospital,80.2595716,13.0318707,11.0,0.0
795,hospital,80.2643211,12.9815891,10.0,0.0
796,hospital,80.2580026,13.034819,13.0,0.0
797,hospital,80.2668731,13.0454703,8.0,0.0
798,hospital,80.2661832,12.994316,10.0,0.0
799,hospital,80.2587762,12.9767853,11.0,0.0
800,hospital,80.258796,13.0013494,10.0,0.0
801,hospital,80.261741,12.982038,8.0,0.0
802,hospital,80.2612955,13.0373228,12.0,0.0
803,hospital,80.2642007,12.9964116,8.0,0.0
804,hospital,80.2543207,12.9827116,6.0,0.0
805,hospital,80.2638733,12.9812766,9.0,0.0
806,hospital,80.2619646,12.993602,8.0,0.0
807,hospital,80.2594242,12.9802929,7.0,0.0
808,hospital,80.2590444,12.9854883,7.0,0.0
809,hospital,80.2639406,13.0436591,12.0,0.0
810,hospital,80.2620778,13.0428357,12.0,0.0
811,hospital,80.2678508,13.0374881,9.0,0.0
812,hospital,80.2580809,12.9787624,11.0,0.0
813,hospital,80.2599586,12.9890173,9.0,0.0
814,hospital,80.2665,13.042006,10.0,0.0
815,hospital,80.2692643,12.9956803,7.0,1.0
826,hospital,80.2013389,13.0371216,16.0,0.0
827,hospital,80.1941708,13.0117736,14.0,0.0
828,hospital,80.2036274,13.0487242,14.0,0.0
829,hospital,80.212368,13.026029,10.0,0.0
830,hospital,80.2085925,13.0290009,13.0,0.0
831,hospital,80.2103124,13.0318828,12.0,3.0
832,hospital,80.2010012,13.0388056,17.0,0.0
833,hospital,80.2214698,12.9784544,9.0,0.0
834,hospital,80.2407095,13.0439323,12.0,2.0
835,hospital,80.2146876,13.040756,13.0,0.0
836,hospital,80.2576709,13.0061507,12.0,5.0
838,hospital,80.2504829,13.0064894,11.0,4.0
839,hospital,80.2307333,13.0149516,9.0,0.0
840,hospital,80.2343492,12.9810842,7.0,0.0
841,hospital,80.23971324235646,13.005423741555468,16.0,0.0
842,hospital,80.2550140153881,12.992365786747802,9.0,0.0
843,hospital,80.25722839103507,12.993136436432628,9.0,0.0
844,hospital,80.19503492100867,13.009599776032708,19.0,0.0
845,hospital,80.26210569154121,13.038622123721339,10.0,0.0
846,hospital,80.2077326604901,13.034145816687268,15.0,0.0
847,hospital,80.260117438234,12.970521203418047,9.0,0.0
848,hospital,80.25714214798788,13.039159362815834,9.0,0.0
849,hospital,80.2557206791782,13.046066015687826,12.0,1.0
850,hospital,80.25616105493572,13.044712227510148,12.0,0.0
851,hospital,80.2514708556224,13.00981830470426,11.0,0.0
852,hospital,80.23933228308425,13.013608850658313,13.0,0.0
853,hospital,80.25726460000001,13.0360972,13.0,0.0
854,hospital,80.25785644236153,13.038560955070364,9.0,0.0
855,hospital,80.2484455157888,13.0093603710438,6.0,0.0
856,hospital,80.2240527882356,13.020454124879333,12.0,0.0
857,hospital,80.25970596836886,13.017812237175029,9.0,0.0
858,hospital,80.25675277969896,13.027350890076782,10.0,0.0
859,hospital,80.2586027785889,13.01016235750304,5.0,0.0
860,hospital,80.22412465036713,13.020876041997715,11.0,0.0
861,hospital,80.24517412484859,13.033633073616427,12.0,0.0
862,hospital,80.2456430389277,13.033613451123916,12.0,0.0
863,hospital,80.24566401127906,13.033933814435851,12.0,0.0
864,hospital,80.25162712990058,12.994199743986208,11.0,0.0
865,hospital,80.22183689940134,13.036008142940537,13.0,0.0
866,hospital,80.2219670835995,13.036328609309757,13.0,0.0
867,hospital,80.2229124565786,13.02343574605346,12.0,0.0
868,hospital,80.2222779,13.022310950000003,13.0,0.0
869,hospital,80.2257670245286,13.021753142804819,12.0,0.0
870,hospital,80.22464681053904,13.041795222120427,13.0,0.0
871,hospital,80.20609151948183,13.007397169607296,11.0,0.0
872,hospital,80.22891302299634,12.985660434805663,10.0,0.0
873,hospital,80.21840862858265,12.985635887893332,8.0,0.0
874,hospital,80.22219002358257,12.976433906985353,8.0,0.0
875,hospital,80.2574761622855,12.997769431907043,7.0,0.0
876,hospital,80.25733968541715,12.984691887541526,10.0,0.0
877,hospital,80.19981640670983,13.000780116673097,20.0,0.0
878,hospital,80.20907258666935,13.035936341026694,12.0,0.0
879,hospital,80.24625658809782,13.003745138128425,5.0,0.0
