src,dst,weight,edge_type
7,652,178.55297511909936,hospital-road
7,853,228.77203062798165,hospital-road
7,747,72.14158917722325,hospital-road
7,578,72.13393400164128,hospital-road
7,854,142.18682875465578,hospital-road
7,44,85.98684770206063,road-road
7,48,277.82365900853085,road-road
7,187,107.60130591163252,road-road
7,46,131.73741850113527,road-road
7,188,118.08209220189583,road-road
7,10,101.91755999640051,road-road
7,848,131.6888377309933,hospital-road
7,365,111.86655076579991,road-road
7,47,130.3464128412268,road-road
7,222,345.5413184535248,road-road
8,553,936.3626422349242,power-road
8,141,442.45449633369606,road-road
8,456,238.80736733724876,road-road
8,557,806.2179533364928,power-road
8,383,347.0905086805277,road-road
8,244,329.6118947292133,road-road
8,385,347.6733789096424,road-road
8,384,329.5301927582441,road-road
8,729,445.13713211028806,hospital-road
8,730,444.51802676024346,hospital-road
8,455,238.5866378927642,road-road
8,453,227.79658171107232,road-road
8,454,224.70818017993662,road-road
8,343,45.95254880320717,road-road
8,225,37.28708376542447,road-road
8,305,282.38935941615745,road-road
8,11,474.9724621835636,road-road
8,714,403.23446542471265,hospital-road
8,474,281.3921445502928,road-road
9,197,463.970347828857,road-road
9,209,456.2387332158217,road-road
9,33,443.0972625977955,road-road
9,553,690.628552333739,power-road
9,466,9.923924774733235,road-road
9,502,468.5886539874484,road-road
9,314,25.440641374922578,road-road
9,56,457.4955223639076,road-road
9,595,257.82965756506115,hospital-road
9,480,214.00119191437653,road-road
9,279,222.69031272906773,road-road
9,57,73.7934674635813,road-road
9,740,308.89428398980783,hospital-road
9,629,447.80712401547106,hospital-road
10,259,438.6933998764498,road-road
10,13,291.8894008495774,road-road
10,655,224.46761103342368,hospital-road
10,661,44.52162044234024,hospital-road
10,43,95.81454002795999,road-road
10,42,380.3985389773774,road-road
10,796,453.7649789381087,hospital-road
10,709,464.5991297876283,hospital-road
10,49,209.8796439159442,road-road
10,788,116.20265689328997,hospital-road
10,45,63.00858204745362,road-road
10,652,136.5004810615777,hospital-road
10,853,303.4391771070284,hospital-road
10,747,53.37128998130378,hospital-road
10,578,75.37530278476487,hospital-road
10,854,80.89432042084047,hospital-road
10,44,24.18315911376427,road-road
10,48,211.85050330236297,road-road
10,802,478.10078333041815,hospital-road
10,187,17.305057308275877,road-road
10,46,45.68551258305318,road-road
10,188,23.038281670906233,road-road
10,848,35.506871310797635,hospital-road
10,365,9.954224324690964,road-road
10,47,32.3465290725619,road-road
10,222,243.65627048020747,road-road
11,78,466.33625972320596,road-road
11,640,425.0316727240484,hospital-road
11,343,495.5428625854915,road-road
11,225,495.0817218088282,road-road
11,714,95.03806002412807,hospital-road
12,629,418.58836580954596,hospital-road
12,78,93.62571542953783,road-road
12,640,271.4972458455906,hospital-road
12,259,276.66262601137817,road-road
12,72,329.59687159414585,road-road
12,586,314.98801105113273,hospital-road
12,13,221.32709785679018,road-road
12,655,290.4020415728716,hospital-road
12,43,419.4102375990631,road-road
12,42,283.9633602859034,road-road
12,796,389.8484567052401,hospital-road
12,709,356.44118086675786,hospital-road
12,514,295.4059559027211,road-road
12,559,343.8228272547078,hospital-road
12,662,445.8356236787814,hospital-road
12,853,329.37950946414446,hospital-road
12,747,476.3054209581502,hospital-road
12,578,464.710480907997,hospital-road
12,44,496.4202539094406,road-road
13,78,280.3667180426586,road-road
13,640,443.94543071669244,hospital-road
13,259,246.14790063441814,road-road
13,72,395.21048618172995,road-road
13,655,72.28621096589823,hospital-road
13,661,293.47887572830274,hospital-road
13,43,198.28661049090337,road-road
13,42,206.1369582755996,road-road
13,796,329.7699608239668,hospital-road
13,709,314.5908336741637,hospital-road
13,514,317.2032412527954,road-road
13,559,376.9556009312916,hospital-road
13,662,467.2981428818367,hospital-road
13,49,424.3977095742782,road-road
13,788,346.35264688760236,hospital-road
13,45,320.67273293111094,road-road
13,652,337.00485769264026,hospital-road
13,853,189.12315372148228,hospital-road
13,747,255.85341700304224,hospital-road
13,578,245.71480867888522,hospital-road
13,854,319.4612493759363,hospital-road
13,44,275.1863946728132,road-road
13,48,441.4977120669154,road-road
13,187,297.0555821710936,road-road
13,46,318.9113112110883,road-road
